Reference	EN	ES
doc#1427	"<s> ( b ) The discriminatory removal of ethnic Albanian officials , especially from the police and judiciary , the mass dismissal of ethnic Albanians from professional , administrative and other skilled positions in State-owned enterprises and public institutions , including teachers from the Serb-run school system , and the closure of Albanian high schools and universities ; </s>"	"<s> b ) La destitución discriminatoria de funcionarios de origen albanés , especialmente en la policía y en el sistema judicial , la destitución masiva de personas de origen albanés de puestos profesionales y administrativos y de otros puestos especializados en empresas de propiedad estatal e instituciones públicas , incluidos los maestros de las escuelas administradas por los serbios , y el cierre de las escuelas secundarias y las universidades albanesas ; </s>"
doc#1435	"<s> By the same token , it rejected all forms of imperialism and vehemently condemned military intervention and the occupation of territory by force . </s>"	"<s> Por la misma razón , rechaza todas las formas de imperialismo y condena enérgicamente la intervención militar y la ocupación de territorios por la fuerza . </s>"
doc#1440	"<s> AGENDA ITEM 109 : SOCIAL DEVELOPMENT , INCLUDING QUESTIONS RELATING TO THE WORLD SOCIAL SITUATION AND TO YOUTH , AGEING , DISABLED PERSONS AND THE FAMILY ( continued ) ( A/48/3 ( chap . VII . </s><s> D ) , A/48/24 , A/48/56-E/1993/6 , A/48/207 , A/48/289 , A/48/291 , A/48/293 , A/48/359 , A/48/462 , A/48/476 and A/48/484 ; E/1993/50/Rev.1 ; A/C.3/48/L.2 , L.3 and L.4 ) </s>"	"<s> TEMA 109 DEL PROGRAMA : DESARROLLO SOCIAL , INCLUIDAS CUESTIONES RELATIVAS A LA SITUACION SOCIAL EN EL MUNDO Y A LOS JOVENES , EL ENVEJECIMIENTO , LOS IMPEDIDOS Y LA FAMILIA ( continuación ) ( A/48/3 , cap . </s><s> VII. </s><s> D ; A/48/24 , A/48/56-E/1993/6 , A/48/207 , A/48/289 , A/48/291 , A/48/293 , A/48/359 , A/48/462 , A/48/476 y A/48/484 ; E/1993/50/Rev.1 ; A/C.3/48/L.2 , L.3 y L.4 ) </s>"
doc#1441	<s> The meeting rose at 6.05 p.m. </s>	<s> Se levanta la sesión a las 18.05 horas . </s>
doc#1452	<s> AGENDA ITEM 110 : CRIME PREVENTION AND CRIMINAL JUSTICE ( continued ) ( A/C.3/48/L.9/Rev.1 and L.20/ Rev. 1 ) </s>	<s> TEMA 110 DEL PROGRAMA : PREVENCION DEL DELITO Y JUSTICIA PENAL ( continuación ) ( A/C.3/48/L.9/Rev.1 y L.20/Rev.1 ) </s>
doc#1457	<s> The Committee on the Elimination of Racial Discrimination and the Subcommission on the Prevention of Discrimination and Protection of Minorities should play key roles in the implementation of the programme . </s>	<s> El Comité para la Eliminación de la Discriminación Racial y la Subcomisión de Prevención de Discriminaciones y Protección a las Minorías deben tener una participación fundamental en la aplicación del programa . </s>
doc#1458	"<s> Accordingly he welcomed the positive steps taken towards multiracial and democratic rule in South Africa , and the movement towards resolution of the Middle East conflict . </s>"	"<s> Por lo tanto , acoge con satisfacción las medidas positivas adoptadas a fin de lograr un gobierno democrático y multirracial en Sudáfrica , así como los progresos que se han realizado en la búsqueda de una solución del conflicto del Oriente Medio . </s>"
doc#1458	"<s> On each occasion on which he had been elected , the elections had been rigged , as the Indian Minister of Home Affairs had himself acknowledged . </s>"	"<s> En todas las ocasiones en que ha sido elegido , se trataba de elecciones amañadas , como ha afirmado el propio Ministro del Interior de la India . </s>"
doc#1471	<s> ( Signed ) Vinie BURROWS </s>	<s> ( Firmado ) Vinie BURROWS </s>
doc#1483	"<s> 38 . After outlining what the information and communication policy of the Haitian Government would be once democracy was restored , he described the measures the Government would take in the field of information to encourage Haitians to stay in Haiti , and he reiterated the need to establish a United Nations information centre at Port-au-Prince . </s>"	"<s> 38 . </s><s> Luego de explicar a grandes rasgos cuál será la política del Gobierno de Haití en materia de información y de comunicaciones tras la restauración de la democracia , el Sr . </s><s> Rodrigue describe las medidas de información que tomará el Gobierno para incitar a los haitianos a permanecer en su país y reitera la necesidad de abrir un centro de información de las Naciones Unidas en Puerto Príncipe . </s>"
doc#1484	"<s> In favour : Afghanistan , Algeria , Angola , Antigua and Barbuda , Bahamas , Bahrain , Bangladesh , Barbados , Belarus , Benin , Bhutan , Bolivia , Botswana , Brazil , Brunei Darussalam , Burkina Faso , Cameroon , Central African Republic , Chile , China , Colombia , Côte d '' Ivoire , Cuba , Cyprus , Democratic People '' s Republic of Korea , Djibouti , Ecuador , Egypt , El Salvador , Ethiopia , Fiji , Grenada , Guatemala , Guinea , Guyana , Honduras , India , Indonesia , Iran ( Islamic Republic of ) , Iraq , Jamaica , Jordan , Kenya , Kuwait , Lebanon , Lesotho , Libyan Arab Jamahiriya , Madagascar , Malawi , Malaysia , Maldives , Mali , Mauritania , </s>"	"<s> Votos a favor : Afganistán , Angola , Antigua y Barbuda , Arabia Saudita , Argelia , Bahamas , Bahrein , Bangladesh , Barbados , Belarús , Benin , Bhután , Bolivia , Botswana , Brasil , Brunei Darussalam , Burkina Faso , Camerún , Colombia , Côte d '' Ivoire , Cuba , Chile , China , Chipre , Djibouti , Ecuador , Egipto , El Salvador , Emiratos Arabes Unidos , Etiopía , ex República Yugoslava de Macedonia , Fiji , Filipinas , Granada , Guatemala , Guinea , Guyana , Honduras , India , Indonesia , Irán ( República Islámica del ) , Iraq , Jamahiriya Arabe Libia , Jamaica , Jordania , Kenya , Kuwait , Lesotho , Líbano , Madagascar , Malasia , Malawi , Maldivas , Malí , Marruecos , Mauritania , México , Mongolia , Mozambique , Myanmar , Namibia , Nepal , Nicaragua , Níger , Nigeria , Omán , Pakistán , Panamá , Papua Nueva Guinea , Perú , Qatar , República Arabe Siria , República Centroafricana , República de Corea , República Popular Democrática de Corea , República Unida de Tanzanía , Senegal , Singapur , Sri Lanka , Sudán , Suriname , Tailandia , Togo , Trinidad y Tabago , Túnez , Uruguay , Venezuela , Viet Nam , Yemen , Zaire , Zambia , Zimbabwe . </s>"
doc#1488	"<s> Space activities should be conducted in accordance with the guiding principles of space law , humanitarian assistance and international legislation on cooperation , their basic goal being to correct inequalities through the broad dissemination of information . </s>"	"<s> 6 . </s><s> Las actividades espaciales deben llevarse a cabo en consonancia con los principios rectores del derecho del espacio , de la asistencia humanitaria y del derecho internacional de la cooperación ; su misión esencial debe ser corregir las desigualdades mediante una difusión amplia de la información . </s>"
doc#1493	"<s> However , despite its small size , UNSCEAR remained remarkably free of political , social or scientific bias . </s>"	"<s> No obstante , a pesar de sus pequeñas dimensiones , el Comité Científico sigue viéndose notablemente libre de prejuicios políticos , sociales o científicos . </s>"
doc#1509	"<s> However , for the United Nations Operation in Mozambique ( ONUMOZ ) , the Advisory Committee had recommended commitment authority for the period after 31 October 1993 . </s>"	"<s> En cambio , en el caso de la Operación de las Naciones Unidas en Mozambique ( ONUMOZ ) , la Comisión Consultiva ha recomendado que se conceda autorización para contraer compromisos de gastos para el período posterior al 31 de octubre de 1993 . </s>"
